week,SST,day,month,year
934,27.84741176,18,11,2007
935,27.7195,25,11,2007
936,27.29279412,12,2,2007
937,27.07482353,12,9,2007
938,26.85,16,12,2007
939,26.48729412,23,12,2007
940,26.25344118,30,12,2007
941,26.29302941,1,6,2008
942,26.34797059,13,1,2008
943,26.46294118,20,1,2008
944,26.47355882,27,1,2008
945,26.61511765,2,3,2008
946,26.67379412,2,10,2008
947,26.61735294,17,2,2008
948,26.84338235,24,2,2008
949,26.98585294,3,2,2008
950,27.40235294,3,9,2008
951,27.89394118,16,3,2008
952,28.44961765,23,3,2008
953,28.73526471,30,3,2008
954,28.92017647,4,6,2008
955,29.34679412,13,4,2008
956,29.67820588,20,4,2008
957,29.38491176,27,4,2008
958,29.32082353,5,4,2008
959,29.31858824,5,11,2008
960,29.28079412,18,5,2008
961,29.36444118,25,5,2008
962,29.54420588,6,1,2008
963,29.40955882,6,8,2008
964,29.15732353,15,6,2008
965,28.74035294,22,6,2008
966,28.69797059,29,6,2008
967,28.55576471,7,6,2008
968,28.61758824,13,7,2008
969,28.69455882,20,7,2008
970,28.5575,27,7,2008
971,28.24191176,8,3,2008
972,28.25470588,8,10,2008
973,28.41332353,17,8,2008
974,29.00673529,24,8,2008
975,29.33179412,31,8,2008
976,29.10688235,9,7,2008
977,28.91394118,14,9,2008
978,28.83361765,21,9,2008
979,29.03267647,28,9,2008
980,29.40344118,10,5,2008
981,29.70626471,10,12,2008
982,29.42826471,19,10,2008
983,28.95938235,26,10,2008
984,28.79558824,11,2,2008
985,28.43805882,11,9,2008
986,28.14161765,16,11,2008
987,27.82082353,23,11,2008
988,27.48358824,30,11,2008
989,27.31108824,12,7,2008
990,27.23602941,14,12,2008
991,27.07255882,21,12,2008
992,26.68717647,28,12,2008
993,26.43447059,1,4,2009
994,26.13505882,1,11,2009
995,26.05817647,18,1,2009
996,26.239,25,1,2009
997,26.43785294,2,1,2009
998,26.79367647,2,8,2009
999,26.89014706,15,2,2009
1000,27.41179412,22,2,2009
1001,27.65391176,3,1,2009
1002,27.92697059,3,8,2009
1003,28.294,15,3,2009
1004,28.81873529,22,3,2009
1005,29.08235294,29,3,2009
1006,29.26158824,4,5,2009
1007,29.47908824,4,12,2009
1008,29.54582353,19,4,2009
1009,29.45420588,26,4,2009
1010,29.59564706,5,3,2009
1011,29.71588235,5,10,2009
1012,29.79120588,17,5,2009
1013,29.64397059,24,5,2009
1014,29.17626471,31,5,2009
1015,29.03161765,6,7,2009
1016,29.12497059,14,6,2009
1017,29.11073529,21,6,2009
1018,28.97970588,28,6,2009
1019,28.79691176,7,5,2009
1020,28.65185294,7,12,2009
1021,28.69682353,19,7,2009
1022,28.55708824,26,7,2009
1023,28.68523529,8,2,2009
1024,28.66229412,8,9,2009
1025,28.92858824,16,8,2009
1026,28.95985294,23,8,2009
1027,28.72535294,30,8,2009
1028,28.80867647,9,6,2009
1029,29.24435294,13,9,2009
1030,29.09135294,20,9,2009
1031,28.78347059,27,9,2009
1032,28.56044118,10,4,2009
1033,29.03655882,10,11,2009
1034,29.07594118,18,10,2009
1035,29.19255882,25,10,2009
1036,28.64017647,11,1,2009
1037,28.51867647,11,8,2009
1038,28.57097059,15,11,2009
1039,28.42473529,22,11,2009
1040,28.16708824,29,11,2009
1041,27.67755882,12,6,2009
1042,27.46829412,13,12,2009
1043,27.29364706,20,12,2009
1044,26.85858824,27,12,2009
1045,26.79317647,1,3,2010
1046,26.87658824,1,10,2010
1047,26.80123529,17,1,2010
1048,26.94926471,24,1,2010
1049,26.62852941,31,1,2010
1050,26.90544118,2,7,2010
1051,27.19108824,14,2,2010
1052,27.49952941,21,2,2010
1053,27.81429412,28,2,2010
1054,28.32317647,3,7,2010
1055,28.81476471,14,3,2010
1056,29.35405882,21,3,2010
1057,29.53835294,28,3,2010
1058,29.724,4,4,2010
1059,29.97291176,4,11,2010
1060,30.27752941,18,4,2010
1061,30.39067647,25,4,2010
1062,30.41055882,5,2,2010
1063,30.57276471,5,9,2010
1064,30.42838235,16,5,2010
1065,30.11997059,23,5,2010
1066,30.05682353,30,5,2010
1067,30.09467647,6,6,2010
1068,29.98770588,13,6,2010
1069,29.76264706,20,6,2010
1070,29.71785294,27,6,2010
1071,29.47108824,7,4,2010
1072,29.46335294,7,11,2010
1073,29.45652941,18,7,2010
1074,29.2765,25,7,2010
1075,29.16741176,8,1,2010
1076,29.02402941,8,8,2010
1077,29.28008824,15,8,2010
1078,29.21764706,22,8,2010
1079,29.26347059,29,8,2010
1080,29.16279412,9,5,2010
1081,29.16323529,9,12,2010
1082,29.15394118,19,9,2010
1083,29.35785294,26,9,2010
1084,29.40658824,10,3,2010
1085,28.97691176,10,10,2010
1086,28.9145,17,10,2010
1087,29.03444118,24,10,2010
1088,28.77702941,31,10,2010
1089,28.47408824,11,7,2010
1090,28.65488235,14,11,2010
1091,28.55841176,21,11,2010
1092,28.00844118,28,11,2010
1093,27.65967647,12,5,2010
1094,27.38102941,12,12,2010
1095,27.20785294,19,12,2010
1096,27.01847059,26,12,2010
1097,27.10602941,1,2,2011
1098,26.50652941,1,9,2011
1099,26.36505882,16,1,2011
1100,26.21011765,23,1,2011
1101,26.21497059,30,1,2011
1102,26.42991176,2,6,2011
1103,26.75758824,13,2,2011
1104,27.14364706,20,2,2011
1105,27.58897059,27,2,2011
1106,27.55594118,3,6,2011
1107,27.69276471,13,3,2011
1108,27.68347059,20,3,2011
1109,27.84461765,27,3,2011
1110,28.51870588,4,3,2011
1111,28.90302941,4,10,2011
1112,29.40161765,17,4,2011
1113,29.44994118,24,4,2011
1114,29.54214706,5,1,2011
1115,29.60485294,5,8,2011
1116,29.516,15,5,2011
1117,29.33544118,22,5,2011
1118,29.54373529,29,5,2011
1119,29.54376471,6,5,2011
1120,29.40864706,6,12,2011
1121,29.17502941,19,6,2011
1122,29.08758824,26,6,2011
1123,29.03917647,7,3,2011
1124,28.95635294,7,10,2011
1125,28.94270588,17,7,2011
1126,28.82738235,24,7,2011
1127,28.78264706,31,7,2011
1128,28.87873529,8,7,2011
1129,28.7165,14,8,2011
1130,28.67452941,21,8,2011
1131,28.64352941,28,8,2011
1132,28.61288235,9,4,2011
1133,28.62708824,9,11,2011
1134,28.558,18,9,2011
1135,28.79402941,25,9,2011
1136,28.85561765,10,2,2011
1137,28.99576471,10,9,2011
1138,28.91932353,16,10,2011
1139,28.89970588,23,10,2011
1140,28.57911765,30,10,2011
1141,28.51620588,11,6,2011
1142,28.43402941,13,11,2011
1143,28.19120588,20,11,2011
1144,27.79644118,27,11,2011
1145,27.85947059,12,4,2011
1146,27.35494118,12,11,2011
1147,26.63629412,18,12,2011
1148,26.36544118,25,12,2011
1149,26.65723529,1,1,2012
1150,26.50061765,1,8,2012
1151,26.24973529,15,1,2012
1152,26.06558824,22,1,2012
1153,26.00808824,29,1,2012
1154,26.24102941,2,5,2012
1155,26.42291176,2,12,2012
1156,26.62032353,19,2,2012
1157,27.17420588,26,2,2012
1158,27.53176471,3,4,2012
1159,27.87338235,3,11,2012
1160,28.19620588,18,3,2012
1161,28.70261765,25,3,2012
1162,28.83717647,4,1,2012
1163,29.07644118,4,8,2012
1164,29.41273529,15,4,2012
1165,29.42214706,22,4,2012
1166,29.75226471,29,4,2012
1167,29.47497059,5,6,2012
1168,29.50897059,13,5,2012
1169,29.54829412,20,5,2012
1170,29.58029412,27,5,2012
1171,29.47755882,6,3,2012
1172,29.24882353,6,10,2012
1173,29.0195,17,6,2012
1174,28.78617647,24,6,2012
1175,28.75961765,7,1,2012
1176,28.92476471,7,8,2012
1177,28.81967647,15,7,2012
1178,28.79732353,22,7,2012
1179,28.6715,29,7,2012
1180,28.47976471,8,5,2012
1181,28.51447059,8,12,2012
1182,28.67635294,19,8,2012
1183,28.61417647,26,8,2012
1184,28.46879412,9,2,2012
1185,28.44538235,9,9,2012
1186,28.49029412,16,9,2012
1187,28.69102941,23,9,2012
1188,28.713,30,9,2012
1189,28.98697059,10,7,2012
1190,29.02491176,14,10,2012
1191,29.12802941,21,10,2012
1192,29.05085294,28,10,2012
1193,28.99841176,11,4,2012
1194,28.70729412,11,11,2012
1195,28.39961765,18,11,2012
1196,27.85535294,25,11,2012
1197,27.66861765,12,2,2012
1198,27.32941176,12,9,2012
1199,27.40232353,16,12,2012
1200,27.12094118,23,12,2012
1201,26.78067647,30,12,2012
1202,26.57547059,1,6,2013
1203,26.49505882,13,1,2013
1204,26.36355882,20,1,2013
1205,26.2115,27,1,2013
1206,26.50152941,2,3,2013
1207,26.76473529,2,10,2013
1208,26.90832353,17,2,2013
1209,27.00123529,24,2,2013
1210,27.22985294,3,3,2013
1211,27.75267647,3,10,2013
1212,28.29282353,17,3,2013
1213,28.68970588,24,3,2013
1214,28.95555882,31,3,2013
1215,29.15311765,4,7,2013
1216,29.33358824,14,4,2013
1217,29.74208824,21,4,2013
1218,29.94652941,28,4,2013
1219,30.10258824,5,5,2013
1220,29.82891176,5,12,2013
1221,30.02811765,19,5,2013
1222,29.64376471,26,5,2013
1223,29.54911765,6,2,2013
1224,29.37861765,6,9,2013
1225,29.31617647,16,6,2013
1226,29.26744118,23,6,2013
1227,29.06573529,30,6,2013
1228,28.97861765,7,7,2013
1229,28.929,14,7,2013
1230,28.74361765,21,7,2013
1231,28.57794118,28,7,2013
1232,28.54570588,8,4,2013
1233,28.61491176,8,11,2013
1234,28.56261765,18,8,2013
1235,28.50014706,25,8,2013
1236,28.55258824,9,1,2013
1237,28.63979412,9,8,2013
1238,28.65297059,15,9,2013
1239,28.65291176,22,9,2013
1240,28.53294118,29,9,2013
1241,28.69264706,10,6,2013
1242,28.73473529,13,10,2013
1243,28.73329412,20,10,2013
1244,28.63508824,27,10,2013
1245,28.54314706,11,3,2013
1246,28.41052941,11,10,2013
1247,28.09885294,17,11,2013
1248,27.90373529,24,11,2013
1249,27.46488235,12,1,2013
1250,27.29155882,12,8,2013
1251,26.81658824,15,12,2013
1252,26.23647059,22,12,2013
1253,26.12873529,29,12,2013
1254,25.95111765,1,5,2014
1255,26.20285294,1,12,2014
1256,25.88276471,19,1,2014
1257,25.80114706,26,1,2014
1258,26.02691176,2,2,2014
1259,26.26214706,2,9,2014
1260,26.31879412,16,2,2014
1261,26.45682353,23,2,2014
1262,26.81935294,3,2,2014
1263,27.14917647,3,9,2014
1264,27.75797059,16,3,2014
1265,28.19670588,23,3,2014
1266,28.59738235,30,3,2014
1267,28.99070588,4,6,2014
1268,29.34117647,13,4,2014
1269,30.01620588,20,4,2014
1270,30.33317647,27,4,2014
1271,30.26514706,5,4,2014
1272,30.16873529,5,11,2014
1273,30.20835294,18,5,2014
1274,30.16326471,25,5,2014
1275,30.33182353,6,1,2014
1276,30.19570588,6,8,2014
1277,29.89932353,15,6,2014
1278,29.77164706,22,6,2014
1279,29.59041176,29,6,2014
1280,29.53761765,7,6,2014
1281,29.27467647,13,7,2014
1282,29.12755882,20,7,2014
1283,28.94923529,27,7,2014
1284,28.88291176,8,3,2014
1285,28.86458824,8,10,2014
1286,29.05702941,17,8,2014
1287,28.98152941,24,8,2014
1288,28.844,31,8,2014
1289,28.75620588,9,7,2014
1290,28.70752941,14,9,2014
1291,29.01867647,21,9,2014
1292,29.58367647,28,9,2014
1293,29.28211765,10,5,2014
1294,29.13870588,10,12,2014
1295,29.14911765,19,10,2014
1296,29.06697059,26,10,2014
1297,28.79432353,11,2,2014
1298,28.69779412,11,9,2014
1299,28.47064706,16,11,2014
1300,28.19864706,23,11,2014
1301,28.06747059,30,11,2014
1302,27.74435294,12,7,2014
1303,27.39782353,14,12,2014
1304,27.11938235,21,12,2014
1305,26.91105882,28,12,2014
1306,26.90397059,1,4,2015
1307,26.49261765,1,11,2015
1308,26.28491176,18,1,2015
1309,26.13173529,25,1,2015
1310,26.36505882,2,1,2015
1311,26.57635294,2,8,2015
1312,26.786,15,2,2015
1313,27.07961765,22,2,2015
1314,27.45014706,3,1,2015
1315,27.75914706,3,8,2015
1316,28.25279412,15,3,2015
1317,28.53997059,22,3,2015
1318,28.88208824,29,3,2015
1319,29.06555882,4,5,2015
1320,29.24479412,4,12,2015
1321,29.56888235,19,4,2015
1322,29.81302941,26,4,2015
1323,30.10391176,5,3,2015
1324,30.41611765,5,10,2015
1325,30.16285294,17,5,2015
1326,29.70323529,24,5,2015
1327,29.80485294,31,5,2015
1328,29.93576471,6,7,2015
1329,29.74264706,14,6,2015
1330,29.5355,21,6,2015
1331,29.36258824,28,6,2015
1332,29.21126471,7,5,2015
1333,29.11258824,7,12,2015
1334,29.09967647,19,7,2015
1335,28.99564706,26,7,2015
1336,28.89261765,8,2,2015
1337,29.03702941,8,9,2015
1338,29.23979412,16,8,2015
1339,29.12558824,23,8,2015
1340,29.12944118,30,8,2015
1341,29.05611765,9,6,2015
1342,28.95429412,13,9,2015
1343,29.17111765,20,9,2015
1344,29.18747059,27,9,2015
1345,29.23994118,10,4,2015
1346,29.57785294,10,11,2015
1347,29.63526471,18,10,2015
1348,29.42697059,25,10,2015
1349,29.10411765,11,1,2015
1350,28.74905882,11,8,2015
1351,28.61708824,15,11,2015
1352,28.53008824,22,11,2015
1353,28.35952941,29,11,2015
1354,28.06708824,12,6,2015
1355,27.98508824,13,12,2015
1356,27.61570588,20,12,2015
1357,27.31573529,27,12,2015
1358,27.10382353,1,3,2016
1359,26.90979412,1,10,2016
1360,26.86667647,17,1,2016
1361,26.76120588,24,1,2016
1362,26.63555882,31,1,2016
1363,26.69529412,2,7,2016
1364,27.30073529,14,2,2016
1365,27.67797059,21,2,2016
1366,27.92011765,28,2,2016
1367,28.31117647,3,6,2016
1368,28.80070588,13,3,2016
1369,28.94858824,20,3,2016
1370,28.99570588,27,3,2016
1371,29.38323529,4,3,2016
1372,29.81035294,4,10,2016
1373,29.97114706,17,4,2016
1374,30.21452941,24,4,2016
1375,30.67452941,5,1,2016
1376,30.82461765,5,8,2016
1377,30.53314706,15,5,2016
1378,29.99376471,22,5,2016
1379,30.09223529,29,5,2016
1380,29.88773529,6,5,2016
1381,29.62858824,6,12,2016
1382,29.45417647,19,6,2016
1383,29.19088235,26,6,2016
1384,29.13941176,7,3,2016
1385,29.04194118,7,10,2016
1386,28.97523529,17,7,2016
1387,28.92111765,24,7,2016
1388,28.77929412,31,7,2016
1389,28.89841176,8,7,2016
1390,28.77423529,14,8,2016
1391,29.13520588,21,8,2016
1392,29.04088235,28,8,2016
1393,28.79217647,9,4,2016
1394,28.77432353,9,11,2016
1395,28.75435294,18,9,2016
1396,28.79541176,25,9,2016
1397,28.85623529,10,2,2016
1398,29.01023529,10,9,2016
1399,29.23691176,16,10,2016
1400,28.94894118,23,10,2016
1401,28.82682353,30,10,2016
1402,28.68223529,11,6,2016
1403,28.561,13,11,2016
1404,28.23532353,20,11,2016
1405,28.07526471,27,11,2016
1406,27.62311765,12,4,2016
1407,27.54817647,12,11,2016
1408,27.28602941,18,12,2016
1409,27.29035294,25,12,2016
1410,27.12126471,1,1,2017
1411,26.70511765,1,8,2017
1412,26.37955882,15,1,2017
1413,26.29220588,22,1,2017
1414,26.45205882,29,1,2017
1415,26.39467647,2,5,2017
1416,26.56908824,2,12,2017
1417,26.87420588,19,2,2017
1418,27.25402941,26,2,2017
1419,27.98285294,3,5,2017
1420,28.03644118,3,12,2017
1421,28.22452941,19,3,2017
1422,28.52717647,26,3,2017
1423,28.46788235,4,2,2017
1424,28.96870588,4,9,2017
1425,28.99782353,16,4,2017
1426,29.03052941,23,4,2017
1427,29.65561765,30,4,2017
1428,30.01541176,5,7,2017
1429,30.16861765,14,5,2017
1430,30.00811765,21,5,2017
1431,29.84247059,28,5,2017
1432,29.79252941,6,4,2017
1433,29.60194118,6,11,2017
1434,29.57641176,18,6,2017
1435,29.31797059,25,6,2017
1436,29.24035294,7,2,2017
1437,29.11226471,7,9,2017
1438,29.00538235,16,7,2017
1439,29.00432353,23,7,2017
1440,29.07714706,30,7,2017
1441,29.15138235,8,6,2017
1442,29.12358824,13,8,2017
1443,29.03444118,20,8,2017
1444,29.04514706,27,8,2017
1445,29.27558824,9,3,2017
1446,29.41252941,9,10,2017
1447,29.23158824,17,9,2017
1448,29.20217647,24,9,2017
1449,29.25235294,10,1,2017
1450,29.50908824,10,8,2017
1451,29.35102941,15,10,2017
1452,29.18702941,22,10,2017
1453,28.90988235,29,10,2017
1454,28.74132353,11,5,2017
1455,28.65447059,11,12,2017
1456,28.72229412,19,11,2017
1457,27.97370588,26,11,2017
1458,27.5715,12,3,2017
1459,27.71726471,12,10,2017
1460,27.07591176,17,12,2017
1461,26.79635294,24,12,2017
1462,26.60138235,31,12,2017
1463,26.47017647,1,7,2018
1464,25.90317647,14,1,2018
1465,26.22311765,21,1,2018
1466,26.16020588,28,1,2018
1467,26.47744118,2,4,2018
1468,26.52114706,2,11,2018
1469,26.76638235,18,2,2018
1470,27.28726471,25,2,2018
1471,28.17191176,3,4,2018
1472,28.35161765,3,11,2018
1473,28.28797059,18,3,2018
1474,28.67608824,25,3,2018
1475,28.85473529,4,1,2018
1476,29.27844118,4,8,2018
1477,29.55791176,15,4,2018
1478,29.52097059,22,4,2018
1479,29.63373529,29,4,2018
1480,30.07561765,5,6,2018
1481,30.24782353,13,5,2018
1482,30.34111765,20,5,2018
1483,30.08967647,27,5,2018
1484,30.01773529,6,3,2018
1485,29.47855882,6,10,2018
1486,29.38111765,17,6,2018
1487,29.44629412,24,6,2018
1488,29.36347059,7,1,2018
1489,29.089,7,8,2018
1490,28.76723529,15,7,2018
1491,28.84835294,22,7,2018
1492,28.81832353,29,7,2018
1493,28.79011765,8,5,2018
1494,28.75523529,8,12,2018
1495,28.62735294,19,8,2018
1496,28.721,26,8,2018
1497,28.53758824,9,2,2018
1498,28.81805882,9,9,2018
1499,28.58217647,16,9,2018
1500,29.20964706,23,9,2018
1501,29.69658824,30,9,2018
1502,29.52291176,10,7,2018
1503,29.20935294,14,10,2018
1504,29.14964706,21,10,2018
1505,28.73276471,28,10,2018
1506,28.71970588,11,4,2018
1507,28.58508824,11,11,2018
1508,28.38494118,18,11,2018
1509,27.94935294,25,11,2018
1510,27.88535294,12,2,2018
1511,27.59817647,12,9,2018
1512,27.29908824,16,12,2018
1513,27.01905882,23,12,2018
1514,26.71979412,30,12,2018
1515,26.51161765,1,6,2019
1516,26.11008824,13,1,2019
1517,26.25655882,20,1,2019
1518,26.12641176,27,1,2019
1519,26.16938235,2,3,2019
1520,26.56029412,2,10,2019
1521,27.22508824,17,2,2019
1522,27.4165,24,2,2019
1523,27.80352941,3,3,2019
1524,28.04555882,3,10,2019
1525,28.29326471,17,3,2019
1526,28.64938235,24,3,2019
1527,28.84041176,31,3,2019
1528,29.35935294,4,7,2019
1529,29.49485294,14,4,2019
1530,29.98211765,21,4,2019
1531,29.80270588,28,4,2019
1532,29.7455,5,5,2019
1533,29.72361765,5,12,2019
1534,29.85158824,19,5,2019
1535,30.07185294,26,5,2019
1536,30.22211765,6,2,2019
1537,30.0455,6,9,2019
1538,29.73947059,16,6,2019
1539,29.66308824,23,6,2019
1540,29.44897059,30,6,2019
1541,29.30320588,7,7,2019
1542,29.31067647,14,7,2019
1543,29.32129412,21,7,2019
1544,29.1825,28,7,2019
1545,29.02855882,8,4,2019
1546,28.85985294,8,11,2019
1547,28.91305882,18,8,2019
1548,28.788,25,8,2019
1549,28.80355882,9,1,2019
1550,28.622,9,8,2019
1551,28.64073529,15,9,2019
1552,28.98991176,22,9,2019
1553,29.33582353,29,9,2019
1554,29.46379412,10,6,2019
1555,29.864,13,10,2019
1556,29.57011765,20,10,2019
1557,29.36147059,27,10,2019
1558,29.04344118,11,3,2019
1559,28.85705882,11,10,2019
1560,28.71220588,17,11,2019
1561,28.41873529,24,11,2019
1562,27.97585294,12,1,2019
1563,27.215,12,8,2019
1564,27.18179412,15,12,2019
1565,26.81414706,22,12,2019
1566,26.43088235,29,12,2019
1567,26.476,1,5,2020
1568,26.41791176,1,12,2020
1569,26.04829412,19,1,2020
1570,26.20176471,26,1,2020
1571,26.20132353,2,2,2020
1572,26.30767647,2,9,2020
1573,26.61738235,16,2,2020
1574,26.85076471,23,2,2020
1575,27.16770588,3,1,2020
1576,27.59811765,3,8,2020
1577,28.13588235,15,3,2020
1578,28.30802941,22,3,2020
1579,28.91644118,29,3,2020
1580,29.40055882,4,5,2020
1581,29.74158824,4,12,2020
1582,29.77182353,19,4,2020
1583,30.04688235,26,4,2020
1584,30.29820588,5,3,2020
1585,30.61626471,5,10,2020
1586,30.38444118,17,5,2020
1587,30.35511765,24,5,2020
1588,29.87479412,31,5,2020
1589,29.87417647,6,7,2020
1590,29.80779412,14,6,2020
1591,29.85817647,21,6,2020
1592,29.83361765,28,6,2020
1593,29.65976471,7,5,2020
1594,29.58838235,7,12,2020
1595,29.57058824,19,7,2020
1596,29.58188235,26,7,2020
1597,29.50861765,8,2,2020
1598,29.27279412,8,9,2020
1599,29.28720588,16,8,2020
1600,29.43697059,23,8,2020
1601,29.49526471,30,8,2020
1602,29.68802941,9,6,2020
1603,29.61279412,13,9,2020
1604,29.44326471,20,9,2020
1605,29.45417647,27,9,2020
1606,29.35620588,10,4,2020
1607,29.39458824,10,11,2020
1608,29.271,18,10,2020
1609,29.05997059,25,10,2020
1610,29.16552941,11,1,2020
1611,28.86823529,11,8,2020
1612,28.72202941,15,11,2020
1613,28.49708824,22,11,2020
1614,27.88752941,29,11,2020
1615,27.59747059,12,6,2020
1616,27.50291176,13,12,2020
1617,27.05776471,20,12,2020
1618,27.12841176,27,12,2020
1619,27.11188235,1,3,2021
1620,26.71073529,1,10,2021
1621,26.32382353,17,1,2021
1622,26.79135294,24,1,2021
1623,26.74797059,31,1,2021
1624,26.43985294,2,7,2021
1625,26.64520588,14,2,2021
1626,27.10952941,21,2,2021
1627,27.65894118,28,2,2021
1628,28.40973529,3,7,2021
1629,28.28191176,14,3,2021
1630,28.74647059,21,3,2021
1631,28.84885294,28,3,2021
1632,28.88008824,4,4,2021
1633,29.59988235,4,11,2021
1634,29.64197059,18,4,2021
1635,29.65117647,25,4,2021
1636,30.3605,5,2,2021
1637,30.74276471,5,9,2021
1638,30.77491176,16,5,2021
1639,29.70635294,23,5,2021
1640,29.96544118,30,5,2021
1641,30.24035294,6,6,2021
1642,29.72252941,13,6,2021
1643,29.59644118,20,6,2021
1644,29.26411765,27,6,2021
1645,29.48461765,7,4,2021
1646,29.49411765,7,11,2021
1647,29.304,18,7,2021
1648,29.19011765,25,7,2021
1649,29.14397059,8,1,2021
1650,29.15061765,8,8,2021
1651,29.27508824,15,8,2021
1652,28.91935294,22,8,2021
1653,29.01055882,29,8,2021
1654,29.08473529,9,5,2021
1655,29.17202941,9,12,2021
1656,29.03702941,19,9,2021
1657,29.36279412,26,9,2021
1658,29.49588235,10,3,2021
1659,29.2775,10,10,2021
1660,29.15044118,17,10,2021
1661,29.22914706,24,10,2021
1662,29.13558824,31,10,2021
1663,28.68373529,11,7,2021
1664,28.67776471,14,11,2021
1665,28.94161765,21,11,2021
1666,28.23585294,28,11,2021
1667,27.99023529,12,5,2021
1668,27.70211765,12,12,2021
1669,26.93394118,19,12,2021
1670,27.01555882,26,12,2021
1671,26.96914706,1,2,2022
1672,27.02764706,1,9,2022
1673,26.693,16,1,2022
1674,26.67585294,23,1,2022
1675,26.57917647,30,1,2022
1676,26.83597059,2,6,2022
1677,26.67179412,13,2,2022
1678,26.88276471,20,2,2022
1679,27.30102941,27,2,2022
1680,27.66882353,3,6,2022
1681,28.11182353,13,3,2022
1682,28.49070588,20,3,2022
1683,28.77273529,27,3,2022
1684,29.14205882,4,3,2022
1685,29.44108824,4,10,2022
1686,29.65182353,17,4,2022
1687,30.10891176,24,4,2022
1688,30.07458824,5,1,2022
1689,29.58844118,5,8,2022
1690,29.63476471,15,5,2022
1691,29.437,22,5,2022
1692,29.58497059,29,5,2022
1693,29.51135294,6,5,2022
1694,29.75555882,6,12,2022
1695,29.47055882,19,6,2022
1696,29.69285294,26,6,2022
1697,29.5375,7,3,2022
1698,29.35326471,7,10,2022
1699,29.27314706,17,7,2022
1700,29.45291176,24,7,2022
1701,29.78447059,31,7,2022
1702,29.19235294,8,7,2022
1703,28.99641176,14,8,2022
1704,29.0715,21,8,2022
1705,29.57258824,28,8,2022
1706,29.75420588,9,4,2022
1707,29.3315,9,11,2022
1708,29.08352941,18,9,2022
1709,29.04352941,25,9,2022
1710,29.32947059,10,2,2022
